,raceid3,driverId,grid3,position_3,positionorder3,points3,laps,fastestlap3,fastestlapspeed3,qposition3,lap,position_y,meanlaptime3,fastlaptime3,year,round,circuitId,driverref3,number,code,forename,surname,dob,nationality,pos3,points3,raceid1,grid1,position_1,positionorder1,points1,laps_x,fastestlap1,fastestlapspeed1,qposition1,lap_x,position_y_x,meanlaptime1,fastlaptime1,round_x,circuitId_x,driverref1,number_x,code_x,forename_x,surname_x,dob_x,nationality_x,pos1,points1,raceid2,grid2,position_2,positionorder2,points2,laps_y,fastestlap2,fastestlapspeed2,qposition2,lap_y,position_y_y,meanlaptime2,fastlaptime2,round_y,circuitId_y,driverref2,number_y,code_y,forename_y,surname_y,dob_y,nationality_y,pos2,points2
96,339,9,6,4.0,4,12.0,56,55.0,203.466,6.0,1.0,4.0,100839.30357142855,98074.0,2010,3,2,kubica,,KUB,Robert,Kubica,07/12/1984,Polish,8.0,136.0,337.0,9.0,11.0,11.0,0.0,49.0,33.0,188.226,9.0,1.0,21.0,123050.79591836734,120474.0,1.0,3.0,kubica,,KUB,Robert,Kubica,07/12/1984,Polish,8.0,136.0,338.0,9.0,2.0,2.0,18.0,58.0,52.0,213.138,9.0,1.0,4.0,97044.22413793103,89570.0,2.0,1.0,kubica,,KUB,Robert,Kubica,07/12/1984,Polish,8.0,136.0
97,339,16,4,5.0,5,10.0,56,55.0,203.288,4.0,1.0,5.0,100883.41071428572,98160.0,2010,3,2,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,11.0,47.0,337.0,10.0,12.0,12.0,0.0,49.0,49.0,189.93,10.0,1.0,22.0,123333.7551020408,119393.0,1.0,3.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,11.0,47.0,338.0,10.0,,18.0,0.0,9.0,6.0,184.947,10.0,1.0,8.0,125631.66666666669,103223.0,2.0,1.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,11.0,47.0
98,339,1,20,6.0,6,8.0,56,32.0,204.151,20.0,1.0,13.0,100926.48214285713,97745.0,2010,3,2,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,240.0,337.0,4.0,3.0,3.0,15.0,49.0,42.0,189.665,4.0,1.0,5.0,122113.83673469385,119560.0,1.0,3.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,240.0,338.0,11.0,6.0,6.0,8.0,58.0,47.0,215.7,11.0,1.0,7.0,97352.22413793103,88506.0,2.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,240.0
99,339,13,21,7.0,7,6.0,56,48.0,204.07,21.0,1.0,14.0,100990.71428571428,97784.0,2010,3,2,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,144.0,337.0,2.0,2.0,2.0,18.0,49.0,38.0,189.392,2.0,1.0,3.0,121969.28571428572,119732.0,1.0,3.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,144.0,338.0,5.0,3.0,3.0,15.0,58.0,52.0,213.216,5.0,1.0,2.0,97086.53448275864,89537.0,2.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,144.0
100,339,18,17,8.0,8,4.0,56,49.0,202.584,17.0,1.0,15.0,101184.46428571428,98501.0,2010,3,2,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,214.0,337.0,8.0,7.0,7.0,6.0,49.0,45.0,189.017,8.0,1.0,8.0,122564.8163265306,119970.0,1.0,3.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,214.0,338.0,4.0,1.0,1.0,25.0,58.0,52.0,213.804,4.0,1.0,6.0,96836.74137931038,89291.0,2.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,214.0
101,339,153,14,9.0,9,2.0,56,44.0,200.572,14.0,1.0,11.0,101768.10714285713,99489.0,2010,3,2,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,19.0,5.0,337.0,18.0,13.0,13.0,0.0,49.0,28.0,189.026,18.0,1.0,15.0,123531.67346938775,119964.0,1.0,3.0,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,19.0,5.0,338.0,17.0,11.0,11.0,0.0,58.0,49.0,212.798,17.0,1.0,13.0,98066.06896551725,89713.0,2.0,1.0,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,19.0,5.0
102,339,807,5,10.0,10,1.0,56,51.0,201.311,5.0,1.0,7.0,101818.05357142855,99124.0,2010,3,2,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,7.0,142.0,337.0,13.0,14.0,14.0,0.0,48.0,34.0,186.789,13.0,1.0,13.0,125807.85416666669,121401.0,1.0,3.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,7.0,142.0,338.0,15.0,,22.0,0.0,0.0,,,15.0,,,,,2.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,7.0,142.0
110,339,67,13,11.0,11,0.0,56,54.0,204.433,13.0,1.0,12.0,101916.96428571428,97610.0,2010,3,2,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,,337.0,15.0,16.0,16.0,0.0,46.0,41.0,188.844,15.0,1.0,17.0,123725.78260869565,120080.0,1.0,3.0,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,,338.0,12.0,,21.0,0.0,0.0,,,12.0,,,,,2.0,1.0,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,
111,339,22,7,12.0,12,0.0,55,46.0,200.695,7.0,1.0,22.0,103096.49090909088,99428.0,2010,3,2,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,10.0,47.0,337.0,11.0,10.0,10.0,1.0,49.0,47.0,189.233,11.0,1.0,10.0,122916.02040816328,119833.0,1.0,3.0,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,10.0,47.0,338.0,8.0,8.0,8.0,4.0,58.0,58.0,213.998,8.0,1.0,9.0,97880.46551724136,89210.0,2.0,1.0,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,10.0,47.0
112,339,4,19,13.0,13,0.0,54,41.0,205.23,19.0,1.0,16.0,101208.16666666669,97231.0,2010,3,2,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,252.0,337.0,3.0,1.0,1.0,25.0,49.0,45.0,191.706,3.0,1.0,2.0,121640.73469387756,118287.0,1.0,3.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,252.0,338.0,3.0,4.0,4.0,12.0,58.0,47.0,212.812,3.0,1.0,18.0,97117.84482758619,89707.0,2.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,252.0
113,339,810,24,14.0,14,0.0,53,28.0,193.315,24.0,1.0,19.0,107612.88679245283,103224.0,2010,3,2,grassi,,DIG,Lucas,di Grassi,11/08/1984,Brazilian,24.0,0.0,337.0,22.0,,23.0,0.0,2.0,2.0,175.295,22.0,1.0,19.0,134237.5,129361.0,1.0,3.0,grassi,,DIG,Lucas,di Grassi,11/08/1984,Brazilian,24.0,0.0,338.0,24.0,,16.0,0.0,26.0,17.0,197.613,22.0,1.0,19.0,150429.1923076923,96607.0,2.0,1.0,grassi,,DIG,Lucas,di Grassi,11/08/1984,Brazilian,24.0,0.0
114,339,812,22,15.0,15,0.0,53,40.0,190.426,22.0,1.0,23.0,107947.75471698113,104790.0,2010,3,2,chandhok,,CHA,Karun,Chandhok,19/01/1984,Indian,22.0,0.0,337.0,24.0,,24.0,0.0,1.0,,,24.0,1.0,24.0,154479.0,154479.0,1.0,3.0,chandhok,,CHA,Karun,Chandhok,19/01/1984,Indian,22.0,0.0,338.0,22.0,14.0,14.0,0.0,53.0,48.0,200.86,24.0,1.0,16.0,106003.28301886794,95045.0,2.0,1.0,chandhok,,CHA,Karun,Chandhok,19/01/1984,Indian,22.0,0.0
115,339,811,23,16.0,16,0.0,52,39.0,189.443,23.0,1.0,20.0,108807.30769230767,105334.0,2010,3,2,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,23.0,0.0,337.0,23.0,,19.0,0.0,17.0,14.0,175.613,23.0,1.0,23.0,134572.41176470587,129127.0,1.0,3.0,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,23.0,0.0,338.0,21.0,,20.0,0.0,4.0,4.0,129.626,23.0,1.0,14.0,152461.75,141240.0,2.0,1.0,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,23.0,0.0
116,339,15,18,17.0,17,0.0,51,31.0,192.329,18.0,1.0,17.0,110894.9411764706,103753.0,2010,3,2,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0,337.0,20.0,17.0,17.0,0.0,46.0,34.0,184.465,20.0,1.0,20.0,129372.6304347826,122930.0,1.0,3.0,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0,338.0,20.0,,24.0,0.0,0.0,,,20.0,,,,,2.0,1.0,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0
117,339,5,15,,18,0.0,46,44.0,194.299,15.0,1.0,21.0,123228.15909090909,102701.0,2010,3,2,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,20.0,0.0,337.0,21.0,15.0,15.0,0.0,47.0,47.0,184.81,21.0,1.0,16.0,127214.7659574468,122701.0,1.0,3.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,20.0,0.0,338.0,19.0,13.0,13.0,0.0,56.0,52.0,203.878,19.0,1.0,15.0,101591.76785714287,93638.0,2.0,1.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,20.0,0.0
118,339,808,11,,19,0.0,32,32.0,198.174,11.0,1.0,9.0,103573.71875,100693.0,2010,3,2,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,13.0,27.0,337.0,17.0,,21.0,0.0,13.0,7.0,182.422,17.0,1.0,11.0,125841.76923076926,124307.0,1.0,3.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,13.0,27.0,338.0,18.0,,19.0,0.0,9.0,6.0,185.11,18.0,1.0,10.0,128421.22222222225,103132.0,2.0,1.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,13.0,27.0
119,339,24,10,,20,0.0,12,9.0,194.502,10.0,1.0,8.0,116676.58333333331,102594.0,2010,3,2,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,15.0,21.0,337.0,12.0,9.0,9.0,2.0,49.0,39.0,189.118,12.0,1.0,9.0,122722.5306122449,119906.0,1.0,3.0,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,15.0,21.0,338.0,13.0,7.0,7.0,6.0,58.0,55.0,212.865,13.0,1.0,12.0,97868.58620689657,89685.0,2.0,1.0,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,15.0,21.0
120,339,30,8,,21,0.0,9,9.0,195.474,8.0,1.0,6.0,103576.22222222225,102084.0,2010,3,2,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,9.0,72.0,337.0,7.0,6.0,6.0,8.0,49.0,45.0,188.649,7.0,1.0,6.0,122542.02040816328,120204.0,1.0,3.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,9.0,72.0,338.0,7.0,10.0,10.0,1.0,58.0,58.0,214.058,7.0,1.0,20.0,98033.13793103448,89185.0,2.0,1.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,9.0,72.0
121,339,155,9,,22,0.0,8,6.0,193.098,9.0,1.0,10.0,104954.125,103340.0,2010,3,2,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,32.0,337.0,16.0,,22.0,0.0,11.0,4.0,181.347,16.0,1.0,12.0,126358.54545454546,125044.0,1.0,3.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,32.0,338.0,16.0,,23.0,0.0,0.0,,,16.0,,,,,2.0,1.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,32.0
122,339,10,16,,23,0.0,2,2.0,187.566,16.0,1.0,18.0,112405.5,106388.0,2010,3,2,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0,337.0,19.0,,20.0,0.0,16.0,11.0,178.467,19.0,1.0,18.0,130232.9375,127062.0,1.0,3.0,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0,338.0,23.0,,15.0,0.0,41.0,37.0,202.597,21.0,1.0,17.0,104031.19512195123,94230.0,2.0,1.0,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0
123,339,37,12,,24,0.0,0,,,12.0,,,,,2010,3,2,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,17.0,6.0,337.0,14.0,,18.0,0.0,28.0,27.0,186.406,14.0,1.0,14.0,125113.85714285714,121650.0,1.0,3.0,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,17.0,6.0,338.0,14.0,12.0,12.0,0.0,58.0,54.0,210.745,14.0,1.0,11.0,98114.05172413793,90587.0,2.0,1.0,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,17.0,6.0
124,843,1,3,1.0,1,25.0,56,,,3.0,1.0,2.0,103896.89285714287,100415.0,2011,3,17,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,5.0,227.0,841.0,2.0,2.0,2.0,18.0,58.0,41.0,211.382,2.0,1.0,2.0,92975.10344827586,90314.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,5.0,227.0,842.0,2.0,8.0,8.0,4.0,56.0,54.0,196.575,2.0,1.0,3.0,105531.94642857145,101512.0,2.0,2.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,5.0,227.0
125,843,20,1,2.0,2,18.0,56,,,1.0,1.0,3.0,103989.71428571428,101321.0,2011,3,17,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,392.0,841.0,1.0,1.0,1.0,25.0,58.0,44.0,212.488,1.0,1.0,1.0,92590.6724137931,89844.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,392.0,842.0,1.0,1.0,1.0,25.0,56.0,33.0,196.523,1.0,1.0,1.0,104639.85714285713,101539.0,2.0,2.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,392.0
126,843,17,18,3.0,3,15.0,56,,,18.0,1.0,17.0,104031.80357142855,98993.0,2011,3,17,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,258.0,841.0,3.0,5.0,5.0,10.0,58.0,50.0,213.066,3.0,1.0,3.0,93248.79310344828,89600.0,1.0,1.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,258.0,842.0,3.0,4.0,4.0,12.0,56.0,46.0,198.415,3.0,1.0,9.0,105111.0,100571.0,2.0,2.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,258.0
127,843,18,2,4.0,4,12.0,56,,,2.0,1.0,1.0,104075.46428571428,100623.0,2011,3,17,button,22.0,BUT,Jenson,Button,19/01/1980,British,2.0,270.0,841.0,4.0,6.0,6.0,8.0,58.0,49.0,212.396,4.0,1.0,6.0,93526.94827586207,89883.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,2.0,270.0,842.0,4.0,2.0,2.0,18.0,56.0,50.0,197.057,4.0,1.0,4.0,104698.08928571428,101264.0,2.0,2.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,2.0,270.0
128,843,3,4,5.0,5,10.0,56,,,4.0,1.0,4.0,104137.03571428572,101166.0,2011,3,17,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,7.0,89.0,841.0,7.0,,17.0,0.0,22.0,21.0,204.173,7.0,1.0,7.0,96448.90909090909,93503.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,7.0,89.0,842.0,9.0,12.0,12.0,0.0,55.0,45.0,196.062,9.0,1.0,13.0,106650.36363636363,101778.0,2.0,2.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,7.0,89.0
129,843,13,6,6.0,6,8.0,56,,,6.0,1.0,5.0,104179.75,101678.0,2011,3,17,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,118.0,841.0,8.0,7.0,7.0,6.0,58.0,55.0,214.631,8.0,1.0,5.0,94059.39655172414,88947.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,118.0,842.0,7.0,5.0,5.0,10.0,56.0,41.0,195.637,7.0,1.0,6.0,105299.82142857145,101999.0,2.0,2.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,6.0,118.0
130,843,4,5,7.0,7,6.0,56,,,5.0,1.0,6.0,104443.71428571428,102070.0,2011,3,17,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,4.0,257.0,841.0,5.0,4.0,4.0,12.0,58.0,49.0,213.336,5.0,1.0,9.0,93138.46551724136,89487.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,4.0,257.0,842.0,5.0,6.0,6.0,8.0,56.0,49.0,198.127,5.0,1.0,7.0,105305.0,100717.0,2.0,2.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,4.0,257.0
131,843,30,14,8.0,8,4.0,56,,,14.0,1.0,9.0,104450.92857142855,101215.0,2011,3,17,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,8.0,76.0,841.0,11.0,,19.0,0.0,19.0,13.0,200.283,11.0,1.0,22.0,101762.47368421053,95319.0,1.0,1.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,8.0,76.0,842.0,11.0,9.0,9.0,2.0,56.0,45.0,194.698,11.0,1.0,8.0,106155.85714285713,102491.0,2.0,2.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,8.0,76.0
132,843,808,10,9.0,9,2.0,56,,,10.0,1.0,12.0,104921.96428571428,101261.0,2011,3,17,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,10.0,37.0,841.0,6.0,3.0,3.0,15.0,58.0,55.0,211.969,6.0,1.0,4.0,93117.56896551725,90064.0,1.0,1.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,10.0,37.0,842.0,8.0,17.0,17.0,0.0,52.0,49.0,197.466,8.0,1.0,5.0,105781.67307692306,101054.0,2.0,2.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,10.0,37.0
133,843,155,13,10.0,10,1.0,56,,,13.0,1.0,11.0,105026.76785714287,102577.0,2011,3,17,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,30.0,841.0,9.0,,21.0,0.0,58.0,51.0,211.218,9.0,1.0,8.0,93916.05172413793,90384.0,1.0,1.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,30.0,842.0,10.0,7.0,7.0,6.0,56.0,39.0,195.453,10.0,1.0,10.0,105826.26785714287,102095.0,2.0,2.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,30.0
134,843,814,8,11.0,11,0.0,56,,,8.0,1.0,7.0,105124.69642857145,102614.0,2011,3,17,resta,,DIR,Paul,di Resta,16/04/1986,British,13.0,27.0,841.0,14.0,10.0,10.0,1.0,57.0,40.0,207.641,14.0,1.0,10.0,95153.7894736842,91941.0,1.0,1.0,resta,,DIR,Paul,di Resta,16/04/1986,British,13.0,27.0,842.0,14.0,10.0,10.0,1.0,56.0,48.0,193.956,14.0,1.0,14.0,106274.91071428572,102883.0,2.0,2.0,resta,,DIR,Paul,di Resta,16/04/1986,British,13.0,27.0
135,843,2,16,12.0,12,0.0,56,,,16.0,1.0,14.0,105195.80357142855,102406.0,2011,3,17,heidfeld,,HEI,Nick,Heidfeld,10/05/1977,German,11.0,34.0,841.0,18.0,12.0,12.0,0.0,57.0,43.0,206.661,18.0,1.0,13.0,95507.0350877193,92377.0,1.0,1.0,heidfeld,,HEI,Nick,Heidfeld,10/05/1977,German,11.0,34.0,842.0,6.0,3.0,3.0,15.0,56.0,47.0,196.508,6.0,1.0,2.0,105087.625,101547.0,2.0,2.0,heidfeld,,HEI,Nick,Heidfeld,10/05/1977,German,11.0,34.0
136,843,22,15,13.0,13,0.0,56,,,15.0,1.0,15.0,105507.41071428572,102031.0,2011,3,17,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,17.0,4.0,841.0,17.0,,16.0,0.0,48.0,47.0,208.861,17.0,1.0,20.0,96734.5,91404.0,1.0,1.0,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,17.0,4.0,842.0,15.0,,22.0,0.0,22.0,10.0,189.116,15.0,1.0,15.0,113979.5,105516.0,2.0,2.0,barrichello,,BAR,Rubens,Barrichello,23/05/1972,Brazilian,17.0,4.0
137,843,67,9,14.0,14,0.0,56,,,9.0,1.0,13.0,105516.01785714287,101696.0,2011,3,17,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,,841.0,10.0,8.0,8.0,4.0,57.0,44.0,210.167,10.0,1.0,11.0,94363.24561403508,90836.0,1.0,1.0,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,,842.0,12.0,13.0,13.0,0.0,55.0,36.0,194.379,12.0,1.0,12.0,107158.56363636363,102659.0,2.0,2.0,buemi,,BUE,Sج©bastien,Buemi,31/10/1988,Swiss,,
138,843,16,11,15.0,15,0.0,55,,,11.0,1.0,8.0,105799.2,101157.0,2011,3,17,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,9.0,42.0,841.0,16.0,9.0,9.0,2.0,57.0,55.0,208.583,16.0,1.0,12.0,94645.50877192985,91526.0,1.0,1.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,9.0,42.0,842.0,17.0,11.0,11.0,0.0,55.0,34.0,193.786,17.0,1.0,16.0,106450.19642857145,102973.0,2.0,2.0,sutil,99.0,SUT,Adrian,Sutil,11/01/1983,German,9.0,42.0
139,843,5,19,16.0,16,0.0,55,,,19.0,1.0,18.0,106036.8,102672.0,2011,3,17,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0,841.0,19.0,,18.0,0.0,19.0,19.0,201.129,19.0,1.0,15.0,98761.0,94918.0,1.0,1.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0,842.0,19.0,15.0,15.0,0.0,55.0,43.0,192.47,19.0,1.0,19.0,107336.7818181818,103677.0,2.0,2.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0
140,843,815,12,17.0,17,0.0,55,,,12.0,1.0,16.0,106098.8,101643.0,2011,3,17,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,16.0,14.0,841.0,13.0,,22.0,0.0,58.0,39.0,212.209,13.0,1.0,14.0,93725.93103448275,89962.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,16.0,14.0,842.0,16.0,,21.0,0.0,23.0,19.0,193.177,16.0,1.0,17.0,108356.39130434784,103298.0,2.0,2.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,16.0,14.0
141,843,813,17,18.0,18,0.0,55,,,17.0,1.0,20.0,106188.41818181818,101702.0,2011,3,17,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,19.0,1.0,841.0,15.0,,20.0,0.0,9.0,7.0,202.873,15.0,1.0,16.0,97992.88888888886,94102.0,1.0,1.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,19.0,1.0,842.0,18.0,,24.0,0.0,8.0,5.0,188.806,18.0,1.0,18.0,110773.125,105689.0,2.0,2.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,19.0,1.0
142,843,15,20,19.0,19,0.0,55,,,20.0,1.0,19.0,106439.52727272727,102052.0,2011,3,17,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0,841.0,20.0,13.0,13.0,0.0,56.0,52.0,206.275,20.0,1.0,17.0,97384.57142857145,92550.0,1.0,1.0,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0,842.0,20.0,,20.0,0.0,31.0,23.0,189.54,20.0,1.0,21.0,109031.29032258065,105280.0,2.0,2.0,trulli,,TRU,Jarno,Trulli,13/07/1974,Italian,21.0,0.0
143,843,816,21,20.0,20,0.0,54,,,21.0,1.0,23.0,108224.35185185184,104806.0,2011,3,17,ambrosio,,DAM,Jج©rج«me,d'Ambrosio,27/12/1985,Belgian,,,841.0,22.0,14.0,14.0,0.0,54.0,44.0,201.969,22.0,1.0,18.0,99528.11111111114,94523.0,1.0,1.0,ambrosio,,DAM,Jج©rج«me,d'Ambrosio,27/12/1985,Belgian,,,842.0,22.0,,19.0,0.0,42.0,41.0,189.421,22.0,1.0,22.0,109482.64285714287,105346.0,2.0,2.0,ambrosio,,DAM,Jج©rج«me,d'Ambrosio,27/12/1985,Belgian,,
144,843,10,22,21.0,21,0.0,54,,,22.0,1.0,22.0,108784.37037037036,104381.0,2011,3,17,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0,841.0,21.0,,15.0,0.0,49.0,48.0,199.3,21.0,1.0,19.0,111482.38775510203,95789.0,1.0,1.0,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0,842.0,21.0,16.0,16.0,0.0,54.0,50.0,189.401,21.0,1.0,20.0,108747.42592592591,105357.0,2.0,2.0,glock,,GLO,Timo,Glock,18/03/1982,German,25.0,0.0
145,843,24,23,22.0,22,0.0,54,,,23.0,1.0,21.0,109113.64814814816,103384.0,2011,3,17,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,23.0,0.0,841.0,0.0,,23.0,0.0,0.0,,,23.0,,,,,1.0,1.0,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,23.0,0.0,842.0,23.0,,18.0,0.0,46.0,42.0,187.332,23.0,1.0,23.0,112339.84782608696,106521.0,2.0,2.0,liuzzi,,LIU,Vitantonio,Liuzzi,06/08/1980,Italian,23.0,0.0
146,843,39,24,23.0,23,0.0,54,,,24.0,1.0,24.0,109135.35185185184,106081.0,2011,3,17,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,26.0,0.0,841.0,0.0,,24.0,0.0,0.0,,,24.0,,,,,1.0,1.0,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,26.0,0.0,842.0,24.0,,23.0,0.0,14.0,5.0,182.427,24.0,1.0,24.0,112038.78571428572,109385.0,2.0,2.0,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,26.0,0.0
147,843,153,7,,24,0.0,9,,,7.0,1.0,10.0,107747.11111111114,105700.0,2011,3,17,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,14.0,26.0,841.0,12.0,11.0,11.0,0.0,57.0,41.0,211.025,12.0,1.0,21.0,95244.26315789473,90467.0,1.0,1.0,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,14.0,26.0,842.0,13.0,14.0,14.0,0.0,55.0,37.0,192.346,13.0,1.0,11.0,107329.23636363637,103744.0,2.0,2.0,alguersuari,,ALG,Jaime,Alguersuari,23/03/1990,Spanish,14.0,26.0
